idx,block,stimuli,reward,response,trialtype
17.0,3.0,yellow/green,20.0,yellow,decision
17.0,3.0,yellow/red,60.0,red,catch
17.0,3.0,green/yellow,20.0,yellow,decision
17.0,3.0,blue/green,80.0,blue,catch
17.0,3.0,yellow/red,60.0,red,catch
17.0,3.0,blue/red,60.0,red,decision
17.0,3.0,green/yellow,20.0,yellow,decision
17.0,3.0,blue/red,60.0,red,decision
17.0,3.0,red/blue,60.0,red,decision
17.0,3.0,green/yellow,20.0,yellow,decision
17.0,3.0,yellow/blue,80.0,blue,catch
17.0,3.0,blue/green,80.0,blue,catch
17.0,3.0,green/blue,0.0,green,catch
17.0,3.0,red/yellow,20.0,yellow,catch
17.0,3.0,red/blue,60.0,red,decision
17.0,3.0,red/green,60.0,red,catch
17.0,3.0,red/blue,60.0,red,decision
17.0,3.0,yellow/green,20.0,yellow,decision
17.0,3.0,yellow/green,20.0,yellow,decision
17.0,3.0,green/yellow,20.0,yellow,decision
17.0,3.0,yellow/blue,40.0,blue,catch
17.0,3.0,blue/red,80.0,blue,decision
17.0,3.0,blue/yellow,20.0,yellow,catch
17.0,3.0,yellow/green,0.0,green,decision
17.0,3.0,green/red,40.0,green,catch
17.0,3.0,green/yellow,20.0,yellow,decision
17.0,3.0,blue/red,40.0,blue,decision
17.0,3.0,red/yellow,60.0,red,catch
17.0,3.0,green/red,60.0,red,catch
17.0,3.0,green/blue,40.0,blue,catch
17.0,3.0,red/green,60.0,red,catch
17.0,4.0,green/yellow,20.0,yellow,decision
17.0,4.0,blue/red,40.0,blue,decision
17.0,4.0,yellow/green,20.0,yellow,decision
17.0,4.0,blue/red,60.0,red,decision
17.0,4.0,blue/red,60.0,red,decision
17.0,4.0,green/blue,40.0,blue,catch
17.0,4.0,green/red,60.0,red,catch
17.0,4.0,red/yellow,60.0,red,catch
17.0,4.0,red/blue,40.0,blue,decision
17.0,4.0,yellow/green,20.0,yellow,decision
17.0,4.0,yellow/green,20.0,yellow,decision
17.0,4.0,yellow/red,60.0,red,catch
17.0,4.0,red/blue,80.0,blue,decision
17.0,4.0,blue/yellow,40.0,blue,catch
17.0,4.0,blue/red,40.0,blue,decision
17.0,4.0,blue/red,60.0,red,decision
17.0,4.0,green/blue,40.0,blue,catch
17.0,4.0,yellow/red,60.0,red,catch
17.0,4.0,yellow/green,40.0,green,decision
17.0,4.0,green/yellow,0.0,green,decision
17.0,4.0,red/yellow,60.0,red,catch
17.0,4.0,green/yellow,20.0,yellow,decision
17.0,4.0,red/green,60.0,red,catch
17.0,4.0,blue/green,40.0,blue,catch
17.0,4.0,green/yellow,20.0,yellow,decision
17.0,4.0,yellow/green,0.0,green,decision
17.0,4.0,blue/red,60.0,red,decision
17.0,4.0,green/yellow,20.0,yellow,decision
17.0,4.0,green/red,60.0,red,catch
17.0,4.0,red/green,60.0,red,catch
17.0,4.0,blue/green,40.0,blue,catch
17.0,4.0,red/blue,60.0,red,decision
17.0,4.0,red/blue,60.0,red,decision
17.0,4.0,yellow/green,20.0,yellow,decision
17.0,4.0,yellow/blue,20.0,yellow,catch
17.0,4.0,green/yellow,0.0,green,decision
17.0,4.0,yellow/blue,80.0,blue,catch
17.0,4.0,blue/yellow,20.0,yellow,catch
17.0,4.0,red/blue,60.0,red,decision
17.0,4.0,red/blue,60.0,red,decision
17.0,5.0,red/green,60.0,red,catch
17.0,5.0,green/yellow,20.0,yellow,decision
17.0,5.0,red/blue,60.0,red,decision
17.0,5.0,blue/yellow,80.0,blue,catch
17.0,5.0,green/red,60.0,red,catch
17.0,5.0,blue/red,60.0,red,decision
17.0,5.0,blue/red,40.0,blue,decision
17.0,5.0,red/green,60.0,red,catch
17.0,5.0,blue/red,60.0,red,decision
17.0,5.0,yellow/green,20.0,yellow,decision
17.0,5.0,red/blue,60.0,red,decision
17.0,5.0,blue/green,40.0,blue,catch
17.0,5.0,yellow/green,40.0,green,decision
17.0,5.0,blue/yellow,40.0,blue,catch
17.0,5.0,green/blue,40.0,blue,catch
17.0,5.0,yellow/green,20.0,yellow,decision
17.0,5.0,green/yellow,20.0,yellow,decision
17.0,5.0,yellow/green,40.0,green,decision
17.0,5.0,red/blue,60.0,red,decision
17.0,5.0,green/yellow,20.0,yellow,decision
17.0,5.0,yellow/red,60.0,red,catch
17.0,5.0,blue/red,60.0,red,decision
17.0,5.0,red/blue,60.0,red,decision
17.0,5.0,blue/red,60.0,red,decision
17.0,5.0,green/yellow,0.0,green,decision
17.0,5.0,green/yellow,20.0,yellow,decision
17.0,5.0,green/blue,40.0,blue,catch
17.0,5.0,blue/red,60.0,red,decision
17.0,5.0,red/blue,60.0,red,decision
17.0,5.0,yellow/blue,80.0,blue,catch
17.0,5.0,yellow/red,60.0,red,catch
17.0,5.0,red/yellow,20.0,yellow,catch
17.0,5.0,red/yellow,60.0,red,catch
17.0,5.0,green/red,60.0,red,catch
17.0,5.0,yellow/green,0.0,green,decision
17.0,5.0,red/blue,60.0,red,decision
17.0,5.0,green/yellow,20.0,yellow,decision
17.0,5.0,yellow/blue,40.0,blue,catch
17.0,5.0,blue/green,80.0,blue,catch
17.0,5.0,yellow/green,20.0,yellow,decision
18.0,0.0,green/yellow,20.0,yellow,decision
18.0,0.0,red/blue,60.0,red,decision
18.0,0.0,blue/red,60.0,red,decision
18.0,0.0,red/blue,60.0,red,decision
18.0,0.0,red/yellow,20.0,yellow,catch
18.0,0.0,blue/yellow,20.0,yellow,catch
18.0,0.0,yellow/blue,40.0,blue,catch
18.0,0.0,yellow/green,20.0,yellow,decision
18.0,0.0,red/blue,60.0,red,decision
18.0,0.0,blue/yellow,40.0,blue,catch
18.0,0.0,green/blue,40.0,blue,catch
18.0,0.0,green/red,60.0,red,catch
18.0,0.0,blue/red,60.0,red,decision
18.0,0.0,green/yellow,20.0,yellow,decision
18.0,0.0,red/blue,60.0,red,decision
18.0,0.0,green/blue,40.0,blue,catch
18.0,0.0,green/yellow,20.0,yellow,decision
18.0,0.0,yellow/green,20.0,yellow,decision
18.0,0.0,yellow/green,20.0,yellow,decision
18.0,0.0,blue/green,80.0,blue,catch
18.0,0.0,red/blue,60.0,red,decision
18.0,0.0,red/green,60.0,red,catch
18.0,0.0,red/green,60.0,red,catch
18.0,0.0,yellow/red,20.0,yellow,catch
18.0,0.0,green/yellow,20.0,yellow,decision
18.0,0.0,red/blue,60.0,red,decision
18.0,0.0,green/yellow,20.0,yellow,decision
18.0,0.0,blue/green,80.0,blue,catch
18.0,0.0,green/yellow,20.0,yellow,decision
18.0,0.0,blue/red,60.0,red,decision
18.0,0.0,yellow/green,0.0,green,decision
18.0,0.0,green/red,0.0,green,catch
18.0,0.0,blue/red,60.0,red,decision
18.0,0.0,yellow/red,60.0,red,catch
18.0,0.0,yellow/green,20.0,yellow,decision
18.0,0.0,yellow/blue,20.0,yellow,catch
18.0,0.0,yellow/green,20.0,yellow,decision
18.0,0.0,blue/red,60.0,red,decision
18.0,0.0,blue/red,60.0,red,decision
18.0,0.0,red/yellow,60.0,red,catch
18.0,1.0,green/blue,80.0,blue,catch
18.0,1.0,red/blue,60.0,red,decision
18.0,1.0,green/red,60.0,red,catch
18.0,1.0,green/yellow,20.0,yellow,decision
18.0,1.0,red/blue,60.0,red,decision
18.0,1.0,red/blue,60.0,red,decision
18.0,1.0,blue/red,80.0,blue,decision
18.0,1.0,red/green,60.0,red,catch
18.0,1.0,yellow/green,20.0,yellow,decision
18.0,1.0,yellow/blue,80.0,blue,catch
18.0,1.0,yellow/blue,40.0,blue,catch
18.0,1.0,yellow/green,0.0,green,decision
18.0,1.0,green/yellow,0.0,green,decision
18.0,1.0,red/blue,60.0,red,decision
18.0,1.0,green/yellow,20.0,yellow,decision
18.0,1.0,red/blue,80.0,blue,decision
18.0,1.0,blue/yellow,20.0,yellow,catch
18.0,1.0,red/yellow,20.0,yellow,catch
18.0,1.0,green/yellow,20.0,yellow,decision
18.0,1.0,yellow/green,20.0,yellow,decision
18.0,1.0,yellow/green,20.0,yellow,decision
18.0,1.0,red/blue,60.0,red,decision
18.0,1.0,blue/yellow,80.0,blue,catch
18.0,1.0,yellow/red,60.0,red,catch
18.0,1.0,green/blue,80.0,blue,catch
18.0,1.0,blue/red,60.0,red,decision
18.0,1.0,blue/green,40.0,blue,catch
18.0,1.0,blue/green,80.0,blue,catch
18.0,1.0,blue/red,60.0,red,decision
18.0,1.0,green/red,60.0,red,catch
18.0,1.0,yellow/green,20.0,yellow,decision
18.0,1.0,green/yellow,20.0,yellow,decision
18.0,1.0,yellow/green,0.0,green,decision
18.0,1.0,green/yellow,20.0,yellow,decision
18.0,1.0,blue/red,60.0,red,decision
18.0,1.0,blue/red,60.0,red,decision
18.0,1.0,yellow/red,60.0,red,catch
18.0,1.0,blue/red,60.0,red,decision
18.0,1.0,red/yellow,20.0,yellow,catch
18.0,1.0,red/green,60.0,red,catch
18.0,2.0,blue/red,60.0,red,decision
18.0,2.0,blue/yellow,20.0,yellow,catch
18.0,2.0,yellow/green,20.0,yellow,decision
18.0,2.0,red/blue,60.0,red,decision
18.0,2.0,red/blue,60.0,red,decision
18.0,2.0,red/blue,80.0,blue,decision
18.0,2.0,red/blue,60.0,red,decision
18.0,2.0,red/yellow,60.0,red,catch
18.0,2.0,green/yellow,20.0,yellow,decision
18.0,2.0,yellow/green,20.0,yellow,decision
18.0,2.0,green/yellow,0.0,green,decision
18.0,2.0,blue/red,60.0,red,decision
18.0,2.0,blue/red,60.0,red,decision
18.0,2.0,yellow/green,0.0,green,decision
18.0,2.0,red/yellow,20.0,yellow,catch
18.0,2.0,blue/red,60.0,red,decision
18.0,2.0,green/yellow,20.0,yellow,decision
18.0,2.0,yellow/blue,40.0,blue,catch
18.0,2.0,blue/red,60.0,red,decision
18.0,2.0,green/yellow,20.0,yellow,decision
18.0,2.0,green/yellow,0.0,green,decision
18.0,2.0,red/blue,60.0,red,decision
18.0,2.0,red/green,60.0,red,catch
18.0,2.0,red/green,60.0,red,catch
18.0,2.0,green/yellow,20.0,yellow,decision
18.0,2.0,red/blue,60.0,red,decision
18.0,2.0,green/red,60.0,red,catch
18.0,2.0,yellow/red,60.0,red,catch
18.0,2.0,yellow/blue,40.0,blue,catch
18.0,2.0,yellow/red,60.0,red,catch
18.0,2.0,yellow/green,20.0,yellow,decision
18.0,2.0,yellow/green,20.0,yellow,decision
18.0,2.0,blue/red,60.0,red,decision
18.0,2.0,green/blue,40.0,green,catch
18.0,2.0,blue/green,80.0,blue,catch
18.0,2.0,yellow/green,20.0,yellow,decision
18.0,2.0,blue/green,80.0,blue,catch
18.0,2.0,green/red,60.0,red,catch
18.0,2.0,blue/yellow,20.0,yellow,catch
18.0,2.0,green/blue,80.0,blue,catch
18.0,3.0,blue/red,80.0,blue,decision
18.0,3.0,yellow/green,0.0,green,decision
18.0,3.0,red/green,60.0,red,catch
18.0,3.0,blue/green,40.0,green,catch
18.0,3.0,green/blue,40.0,blue,catch
18.0,3.0,yellow/green,20.0,yellow,decision
18.0,3.0,green/red,60.0,red,catch
18.0,3.0,yellow/red,60.0,red,catch
18.0,3.0,blue/red,60.0,red,decision
18.0,3.0,blue/yellow,80.0,blue,catch
18.0,3.0,red/blue,60.0,red,decision
18.0,3.0,green/blue,80.0,blue,catch
18.0,3.0,green/yellow,20.0,yellow,decision
18.0,3.0,yellow/blue,40.0,blue,catch
18.0,3.0,yellow/green,20.0,yellow,decision
18.0,3.0,red/blue,60.0,red,decision
18.0,3.0,blue/red,60.0,red,decision
18.0,3.0,green/yellow,40.0,green,decision
18.0,3.0,green/red,0.0,green,catch
18.0,3.0,blue/yellow,40.0,blue,catch
18.0,3.0,blue/red,40.0,blue,decision
18.0,3.0,yellow/red,60.0,red,catch
18.0,3.0,red/blue,60.0,red,decision
18.0,3.0,red/blue,60.0,red,decision
18.0,3.0,blue/red,60.0,red,decision
18.0,3.0,green/yellow,20.0,yellow,decision
18.0,3.0,green/yellow,20.0,yellow,decision
18.0,3.0,yellow/blue,20.0,yellow,catch
18.0,3.0,green/yellow,0.0,green,decision
18.0,3.0,yellow/green,20.0,yellow,decision
18.0,3.0,yellow/green,20.0,yellow,decision
18.0,3.0,red/yellow,60.0,red,catch
18.0,3.0,yellow/green,20.0,yellow,decision
18.0,3.0,red/yellow,60.0,red,catch
18.0,3.0,green/yellow,20.0,yellow,decision
18.0,3.0,red/green,60.0,red,catch
18.0,3.0,blue/red,60.0,red,decision
18.0,3.0,red/blue,60.0,red,decision
18.0,3.0,blue/green,0.0,green,catch
18.0,3.0,red/blue,60.0,red,decision
18.0,4.0,yellow/green,20.0,yellow,decision
18.0,4.0,blue/red,60.0,red,decision
18.0,4.0,blue/red,80.0,blue,decision
18.0,4.0,green/blue,80.0,blue,catch
18.0,4.0,red/blue,60.0,red,decision
18.0,4.0,red/green,60.0,red,catch
18.0,4.0,yellow/green,20.0,yellow,decision
18.0,4.0,blue/yellow,80.0,blue,catch
18.0,4.0,yellow/blue,80.0,blue,catch
18.0,4.0,green/blue,80.0,blue,catch
18.0,4.0,yellow/green,40.0,green,decision
18.0,4.0,yellow/green,20.0,yellow,decision
18.0,4.0,green/yellow,20.0,yellow,decision
18.0,4.0,blue/green,0.0,green,catch
18.0,4.0,yellow/blue,80.0,blue,catch
18.0,4.0,red/yellow,60.0,red,catch
18.0,4.0,red/blue,60.0,red,decision
18.0,4.0,yellow/red,60.0,red,catch
18.0,4.0,blue/red,60.0,red,decision
18.0,4.0,green/yellow,40.0,green,decision
18.0,4.0,blue/red,40.0,blue,decision
18.0,4.0,yellow/green,20.0,yellow,decision
18.0,4.0,blue/yellow,20.0,yellow,catch
18.0,4.0,yellow/green,20.0,yellow,decision
18.0,4.0,blue/green,40.0,blue,catch
18.0,4.0,green/red,60.0,red,catch
18.0,4.0,red/blue,80.0,blue,decision
18.0,4.0,green/red,60.0,red,catch
18.0,4.0,yellow/red,60.0,red,catch
18.0,4.0,blue/red,60.0,red,decision
18.0,4.0,red/yellow,60.0,red,catch
18.0,4.0,green/yellow,20.0,yellow,decision
18.0,4.0,red/blue,60.0,red,decision
18.0,4.0,red/blue,60.0,red,decision
18.0,4.0,red/green,60.0,red,catch
18.0,4.0,red/blue,80.0,blue,decision
18.0,4.0,green/yellow,20.0,yellow,decision
18.0,4.0,green/yellow,20.0,yellow,decision
18.0,4.0,blue/red,60.0,red,decision
18.0,4.0,green/yellow,20.0,yellow,decision
18.0,5.0,green/blue,80.0,blue,catch
18.0,5.0,green/yellow,20.0,yellow,decision
18.0,5.0,yellow/green,40.0,green,decision
18.0,5.0,blue/red,60.0,red,decision
18.0,5.0,blue/green,40.0,blue,catch
18.0,5.0,red/yellow,60.0,red,catch
18.0,5.0,yellow/green,20.0,yellow,decision
18.0,5.0,red/blue,60.0,red,decision
18.0,5.0,red/blue,60.0,red,decision
18.0,5.0,yellow/green,20.0,yellow,decision
18.0,5.0,red/blue,60.0,red,decision
18.0,5.0,green/yellow,40.0,green,decision
18.0,5.0,blue/yellow,80.0,blue,catch
18.0,5.0,red/green,60.0,red,catch
18.0,5.0,green/yellow,20.0,yellow,decision
18.0,5.0,yellow/green,20.0,yellow,decision
18.0,5.0,yellow/red,60.0,red,catch
18.0,5.0,blue/red,60.0,red,decision
18.0,5.0,red/blue,60.0,red,decision
18.0,5.0,yellow/green,20.0,yellow,decision
18.0,5.0,blue/red,60.0,red,decision
18.0,5.0,blue/red,60.0,red,decision
18.0,5.0,yellow/red,60.0,red,catch
18.0,5.0,green/blue,0.0,green,catch
18.0,5.0,blue/red,60.0,red,decision
18.0,5.0,blue/red,60.0,red,decision
18.0,5.0,red/yellow,60.0,red,catch
18.0,5.0,yellow/blue,80.0,blue,catch
18.0,5.0,green/yellow,20.0,yellow,decision
18.0,5.0,green/yellow,20.0,yellow,decision
18.0,5.0,blue/yellow,40.0,blue,catch
18.0,5.0,red/blue,80.0,blue,decision
18.0,5.0,yellow/blue,40.0,blue,catch
18.0,5.0,green/red,60.0,red,catch
18.0,5.0,green/red,60.0,red,catch
18.0,5.0,red/blue,60.0,red,decision
18.0,5.0,yellow/green,20.0,yellow,decision
18.0,5.0,green/yellow,20.0,yellow,decision
18.0,5.0,blue/green,0.0,green,catch
18.0,5.0,red/green,60.0,red,catch
19.0,0.0,green/blue,80.0,blue,catch
19.0,0.0,yellow/red,60.0,red,catch
19.0,0.0,yellow/green,40.0,green,decision
19.0,0.0,blue/red,60.0,red,decision
19.0,0.0,red/yellow,60.0,red,catch
19.0,0.0,red/blue,60.0,red,decision
19.0,0.0,red/green,0.0,green,catch
19.0,0.0,red/blue,40.0,blue,decision
19.0,0.0,yellow/red,60.0,red,catch
19.0,0.0,blue/red,60.0,red,decision
19.0,0.0,red/yellow,20.0,yellow,catch
19.0,0.0,yellow/blue,80.0,blue,catch
19.0,0.0,blue/green,0.0,green,catch
19.0,0.0,red/blue,60.0,red,decision
19.0,0.0,yellow/green,20.0,yellow,decision
19.0,0.0,red/blue,40.0,blue,decision
19.0,0.0,blue/yellow,80.0,blue,catch
19.0,0.0,green/yellow,20.0,yellow,decision
19.0,0.0,green/yellow,20.0,yellow,decision
19.0,0.0,yellow/green,20.0,yellow,decision
19.0,0.0,red/blue,60.0,red,decision
19.0,0.0,green/yellow,40.0,green,decision
19.0,0.0,red/blue,60.0,red,decision
19.0,0.0,green/red,60.0,red,catch
19.0,0.0,blue/yellow,80.0,blue,catch
19.0,0.0,blue/red,60.0,red,decision
19.0,0.0,yellow/blue,40.0,blue,catch
19.0,0.0,green/yellow,0.0,green,decision
19.0,0.0,blue/green,40.0,blue,catch
19.0,0.0,yellow/green,20.0,yellow,decision
19.0,0.0,red/green,60.0,red,catch
19.0,0.0,green/blue,40.0,blue,catch
19.0,0.0,yellow/green,20.0,yellow,decision
19.0,0.0,blue/red,60.0,red,decision
19.0,0.0,green/red,40.0,green,catch
19.0,0.0,green/yellow,20.0,yellow,decision
19.0,0.0,blue/red,60.0,red,decision
19.0,0.0,yellow/green,20.0,yellow,decision
19.0,0.0,blue/red,60.0,red,decision
19.0,0.0,green/yellow,20.0,yellow,decision
19.0,1.0,green/yellow,20.0,yellow,decision
19.0,1.0,yellow/green,20.0,yellow,decision
19.0,1.0,yellow/green,20.0,yellow,decision
19.0,1.0,green/blue,80.0,blue,catch
19.0,1.0,blue/yellow,80.0,blue,catch
19.0,1.0,yellow/blue,80.0,blue,catch
19.0,1.0,red/yellow,60.0,red,catch
19.0,1.0,red/green,60.0,red,catch
19.0,1.0,yellow/green,0.0,green,decision
19.0,1.0,blue/red,60.0,red,decision
19.0,1.0,green/yellow,20.0,yellow,decision
19.0,1.0,blue/red,60.0,red,decision
19.0,1.0,blue/red,40.0,blue,decision
19.0,1.0,blue/red,60.0,red,decision
19.0,1.0,green/red,60.0,red,catch
19.0,1.0,green/yellow,20.0,yellow,decision
19.0,1.0,green/blue,40.0,blue,catch
19.0,1.0,yellow/red,60.0,red,catch
19.0,1.0,green/yellow,20.0,yellow,decision
19.0,1.0,green/yellow,20.0,yellow,decision
19.0,1.0,blue/green,0.0,green,catch
19.0,1.0,red/blue,60.0,red,decision
19.0,1.0,red/blue,60.0,red,decision
19.0,1.0,blue/yellow,80.0,blue,catch
19.0,1.0,red/green,40.0,green,catch
19.0,1.0,green/red,60.0,red,catch
19.0,1.0,yellow/green,20.0,yellow,decision
19.0,1.0,red/blue,60.0,red,decision
19.0,1.0,red/blue,60.0,red,decision
19.0,1.0,yellow/blue,20.0,yellow,catch
19.0,1.0,red/yellow,60.0,red,catch
19.0,1.0,red/blue,60.0,red,decision
19.0,1.0,red/blue,60.0,red,decision
19.0,1.0,green/yellow,20.0,yellow,decision
19.0,1.0,blue/green,0.0,green,catch
19.0,1.0,yellow/green,20.0,yellow,decision
19.0,1.0,blue/red,40.0,blue,decision
19.0,1.0,blue/red,60.0,red,decision
19.0,1.0,yellow/green,40.0,green,decision
19.0,1.0,yellow/red,20.0,yellow,catch
19.0,2.0,red/blue,60.0,red,decision
19.0,2.0,red/yellow,60.0,red,catch
19.0,2.0,yellow/green,20.0,yellow,decision
19.0,2.0,green/blue,40.0,blue,catch
19.0,2.0,red/yellow,60.0,red,catch
19.0,2.0,yellow/green,20.0,yellow,decision
19.0,2.0,red/blue,60.0,red,decision
19.0,2.0,green/red,60.0,red,catch
19.0,2.0,blue/green,40.0,blue,catch
19.0,2.0,blue/red,60.0,red,decision
19.0,2.0,red/green,60.0,red,catch
19.0,2.0,blue/red,40.0,blue,decision
19.0,2.0,green/yellow,20.0,yellow,decision
19.0,2.0,red/blue,60.0,red,decision
19.0,2.0,blue/red,60.0,red,decision
19.0,2.0,green/blue,40.0,blue,catch
19.0,2.0,yellow/green,20.0,yellow,decision
19.0,2.0,green/yellow,20.0,yellow,decision
19.0,2.0,red/green,0.0,green,catch
19.0,2.0,green/yellow,20.0,yellow,decision
19.0,2.0,red/blue,60.0,red,decision
19.0,2.0,blue/yellow,80.0,blue,catch
19.0,2.0,yellow/red,60.0,red,catch
19.0,2.0,green/yellow,20.0,yellow,decision
19.0,2.0,yellow/red,20.0,yellow,catch
19.0,2.0,blue/red,60.0,red,decision
19.0,2.0,green/yellow,20.0,yellow,decision
19.0,2.0,green/red,60.0,red,catch
19.0,2.0,yellow/green,20.0,yellow,decision
19.0,2.0,yellow/blue,20.0,yellow,catch
19.0,2.0,red/blue,60.0,red,decision
19.0,2.0,blue/green,40.0,blue,catch
19.0,2.0,blue/red,60.0,red,decision
19.0,2.0,yellow/green,40.0,green,decision
19.0,2.0,red/blue,60.0,red,decision
19.0,2.0,blue/red,60.0,red,decision
19.0,2.0,yellow/blue,20.0,yellow,catch
19.0,2.0,green/yellow,20.0,yellow,decision
19.0,2.0,blue/yellow,40.0,blue,catch
19.0,2.0,yellow/green,20.0,yellow,decision
19.0,3.0,blue/yellow,40.0,blue,catch
19.0,3.0,green/yellow,0.0,green,decision
19.0,3.0,blue/red,80.0,blue,decision
19.0,3.0,blue/red,60.0,red,decision
19.0,3.0,blue/red,60.0,red,decision
19.0,3.0,green/red,60.0,red,catch
19.0,3.0,red/yellow,60.0,red,catch
19.0,3.0,red/green,60.0,red,catch
19.0,3.0,red/blue,60.0,red,decision
19.0,3.0,green/yellow,40.0,green,decision
19.0,3.0,red/blue,40.0,blue,decision
19.0,3.0,red/green,60.0,red,catch
19.0,3.0,red/yellow,60.0,red,catch
19.0,3.0,green/blue,40.0,blue,catch
19.0,3.0,green/blue,40.0,green,catch
19.0,3.0,yellow/green,20.0,yellow,decision
19.0,3.0,yellow/blue,80.0,blue,catch
19.0,3.0,red/blue,60.0,red,decision
19.0,3.0,yellow/green,20.0,yellow,decision
19.0,3.0,yellow/red,60.0,red,catch
19.0,3.0,blue/red,60.0,red,decision
19.0,3.0,yellow/green,20.0,yellow,decision
19.0,3.0,yellow/green,20.0,yellow,decision
19.0,3.0,blue/green,0.0,green,catch
19.0,3.0,green/yellow,20.0,yellow,decision
19.0,3.0,blue/yellow,20.0,yellow,catch
19.0,3.0,green/yellow,20.0,yellow,decision
19.0,3.0,yellow/green,20.0,yellow,decision
19.0,3.0,red/blue,60.0,red,decision
19.0,3.0,blue/green,80.0,blue,catch
19.0,3.0,red/blue,40.0,blue,decision
19.0,3.0,blue/red,60.0,red,decision
19.0,3.0,blue/red,60.0,red,decision
19.0,3.0,green/yellow,20.0,yellow,decision
19.0,3.0,yellow/green,40.0,green,decision
19.0,3.0,green/yellow,20.0,yellow,decision
19.0,3.0,yellow/red,60.0,red,catch
19.0,3.0,red/blue,60.0,red,decision
19.0,3.0,green/red,60.0,red,catch
19.0,3.0,yellow/blue,40.0,blue,catch
19.0,4.0,yellow/green,0.0,green,decision
19.0,4.0,red/blue,60.0,red,decision
19.0,4.0,green/yellow,20.0,yellow,decision
19.0,4.0,green/yellow,20.0,yellow,decision
19.0,4.0,blue/red,60.0,red,decision
19.0,4.0,blue/green,80.0,blue,catch
19.0,4.0,yellow/green,20.0,yellow,decision
19.0,4.0,red/green,40.0,green,catch
19.0,4.0,yellow/green,0.0,green,decision
19.0,4.0,red/blue,60.0,red,decision
19.0,4.0,yellow/red,60.0,red,catch
19.0,4.0,green/yellow,20.0,yellow,decision
19.0,4.0,blue/red,60.0,red,decision
19.0,4.0,yellow/green,20.0,yellow,decision
19.0,4.0,blue/red,60.0,red,decision
19.0,4.0,green/blue,80.0,blue,catch
19.0,4.0,yellow/blue,80.0,blue,catch
19.0,4.0,green/yellow,20.0,yellow,decision
19.0,4.0,yellow/green,20.0,yellow,decision
19.0,4.0,red/green,60.0,red,catch
19.0,4.0,blue/red,60.0,red,decision
19.0,4.0,green/blue,80.0,blue,catch
19.0,4.0,blue/green,40.0,blue,catch
19.0,4.0,red/blue,60.0,red,decision
19.0,4.0,blue/red,80.0,blue,decision
19.0,4.0,green/red,60.0,red,catch
19.0,4.0,blue/red,60.0,red,decision
19.0,4.0,red/blue,60.0,red,decision
19.0,4.0,red/blue,60.0,red,decision
19.0,4.0,green/yellow,20.0,yellow,decision
19.0,4.0,green/red,60.0,red,catch
19.0,4.0,blue/yellow,40.0,blue,catch
19.0,4.0,blue/yellow,20.0,yellow,catch
19.0,4.0,yellow/red,20.0,yellow,catch
19.0,4.0,red/blue,60.0,red,decision
19.0,4.0,yellow/blue,40.0,blue,catch
19.0,4.0,green/yellow,20.0,yellow,decision
19.0,4.0,red/yellow,60.0,red,catch
19.0,4.0,yellow/green,40.0,green,decision
19.0,4.0,red/yellow,60.0,red,catch
19.0,5.0,blue/green,40.0,green,catch
19.0,5.0,green/yellow,20.0,yellow,decision
19.0,5.0,yellow/green,20.0,yellow,decision
19.0,5.0,red/green,40.0,green,catch
19.0,5.0,green/yellow,20.0,yellow,decision
19.0,5.0,blue/green,80.0,blue,catch
19.0,5.0,blue/red,60.0,red,decision
19.0,5.0,blue/yellow,20.0,yellow,catch
19.0,5.0,blue/red,60.0,red,decision
19.0,5.0,yellow/blue,40.0,blue,catch
19.0,5.0,blue/red,60.0,red,decision
19.0,5.0,red/blue,60.0,red,decision
19.0,5.0,green/red,60.0,red,catch
19.0,5.0,red/green,60.0,red,catch
19.0,5.0,red/blue,60.0,red,decision
19.0,5.0,yellow/blue,40.0,blue,catch
19.0,5.0,blue/red,60.0,red,decision
19.0,5.0,blue/yellow,40.0,blue,catch
19.0,5.0,green/red,60.0,red,catch
19.0,5.0,red/blue,60.0,red,decision
19.0,5.0,yellow/red,60.0,red,catch
19.0,5.0,yellow/green,20.0,yellow,decision
19.0,5.0,yellow/green,20.0,yellow,decision
19.0,5.0,yellow/green,20.0,yellow,decision
19.0,5.0,green/yellow,20.0,yellow,decision
19.0,5.0,yellow/green,20.0,yellow,decision
19.0,5.0,red/blue,60.0,red,decision
19.0,5.0,red/yellow,60.0,red,catch
19.0,5.0,red/blue,60.0,red,decision
19.0,5.0,yellow/green,20.0,yellow,decision
19.0,5.0,red/yellow,60.0,red,catch
19.0,5.0,green/yellow,20.0,yellow,decision
19.0,5.0,green/yellow,40.0,green,decision
